,all star,birth date,birth year,experience,first year,games,last year,link,name,position
3835,1,6/30/1927,1927,3,1952,35,1954,/players/W/WillJo02.htm,Johnny Williams,DB-HB
3836,2,8/22/1927,1927,8,1950,92,1957,/players/W/WillNo00.htm,Norm Willey,DE-G-E
3837,6,2/3/1927,1927,10,1951,103,1960,/players/W/WilsBi00.htm,Billy Wilson,E-FL
3838,1,7/21/1927,1927,3,1951,32,1953,/players/W/WinkJi00.htm,Jim Winkler,DT-G
3839,0,8/1/1928,1928,2,1952,10,1954,/players/A/AndaRu20.htm,Rudy Andabaker,G
3840,0,11/22/1928,1928,1,1954,2,1954,/players/A/ArmsQu20.htm,Quincy Armstrong,C
3841,1,10/18/1928,1928,7,1949,76,1957,/players/A/AustBi00.htm,Bill Austin,G-T/Coach
3842,0,12/15/1928,1928,1,1953,12,1953,/players/A/AvinBu00.htm,Butch Avinger,FB
3843,0,1/28/1928,1928,6,1951,65,1956,/players/B/BienTo20.htm,Tom Bienemann,DE-E-LB
3844,0,3/20/1928,1928,2,1953,17,1954,/players/B/BolkNi20.htm,Nick Bolkovac,DT-T
3845,0,10/31/1928,1928,1,1954,8,1954,/players/B/BoweBi20.htm,Bill Bowers,DB
3846,1,3/7/1928,1928,7,1950,79,1957,/players/B/BoydBo00.htm,Bob Boyd,E-DB
3847,0,8/26/1928,1928,2,1952,18,1953,/players/B/BrewJo21.htm,John Brewer,FB
3848,0,6/9/1928,1928,1,1954,9,1954,/players/B/BrosAl20.htm,Al Brosky,DB
3849,2,10/26/1928,1928,12,1954,154,1965,/players/B/BrowEd01.htm,Ed Brown,QB
3850,0,11/10/1928,1928,8,1953,84,1961,/players/C/CarmAl00.htm,Al Carmichael,HB
3851,0,3/22/1928,1928,1,1954,6,1954,/players/C/CassFr20.htm,Frank Cassara,FB-LB
3852,5,12/20/1928,1928,8,1951,89,1958,/players/C/ChriJa00.htm,Jack Christiansen,DB/Coach
3853,0,5/30/1928,1928,2,1950,24,1953,/players/C/ClayRa20.htm,Randy Clay,HB-DB
3854,0,4/11/1928,1928,2,1950,22,1953,/players/C/CoutLa20.htm,Larry Coutre,HB
3855,1,8/25/1928,1928,3,1951,27,1953,/players/D/DottJo00.htm,John Dottley,FB
3856,0,4/15/1928,1928,1,1949,12,1949,/players/E/EthrJo20.htm,Joe Ethridge,TE
3857,1,12/23/1928,1928,4,1951,43,1954,/players/F/FarrKe00.htm,Ken Farragut,C-LB
3858,0,11/20/1928,1928,,,,,/coaches/ForzRi0.htm,Rick Forzano,Coach
3859,0,9/14/1928,1928,1,1955,12,1955,/players/F/FuccDo20.htm,Dom Fucci,DB
3860,0,1/19/1928,1928,1,1953,11,1953,/players/G/GilcGe20.htm,George Gilchrist,DT
3861,0,3/20/1928,1928,1,1948,14,1948,/players/G/GompBi20.htm,Bill Gompers,HB
3862,0,5/27/1928,1928,1,1951,12,1951,/players/G/GrifBo21.htm,Bobbie Griffin,DB
3863,0,2/15/1928,1928,2,1950,16,1951,/players/G/GrifFo20.htm,Forrest Griffith,HB
3864,0,6/2/1928,1928,1,1951,12,1951,/players/H/HallJa22.htm,Jack Halliday,T
3865,0,10/6/1928,1928,10,1950,111,1960,/players/H/HansWa20.htm,Wayne Hansen,LB-C-G-T
3866,1,11/2/1928,1928,8,1950,92,1957,/players/H/HartLe01.htm,Leon Hart,E-FB-DE
3867,0,10/3/1928,1928,4,1950,40,1955,/players/H/HaynHa20.htm,Hall Haynes,DB
3868,0,10/27/1928,1928,3,1951,31,1953,/players/H/HeatLe20.htm,Leon Heath,FB-HB
3869,0,10/20/1928,1928,2,1954,10,1955,/players/H/HeldPa20.htm,Paul Held,QB
3870,3,6/7/1928,1928,11,1955,111,1966,/players/H/HillJi00.htm,Jimmy Hill,DB
3871,0,6/25/1928,1928,,,,,/coaches/IdziJo0.htm,John Idzik,Coach
3872,0,1/6/1928,1928,2,1952,12,1953,/players/J/JankKe20.htm,Keever Jankovich,LB-DE
3873,0,7/10/1928,1928,1,1954,11,1954,/players/J/JohnHe21.htm,Herb Johnson,HB
3874,0,1/29/1928,1928,1,1952,10,1952,/players/K/KarrJo20.htm,Johnny Karras,HB
3875,0,9/16/1928,1928,1,1949,10,1949,/players/K/KennBo21.htm,Bob Kennedy,DB-HB
3876,0,1/8/1928,1928,4,1952,48,1955,/players/K/KennGe20.htm,George Kennard,G
3877,1,9/25/1928,1928,7,1953,84,1959,/players/K/KonzKe00.htm,Ken Konz,DB
3878,0,1/8/1928,1928,1,1953,11,1953,/players/L/LagoCh20.htm,Chet Lagod,G
3879,7,4/16/1928,1928,14,1952,157,1965,/players/L/LaneDi00.htm,Night Train Lane,DB-E
3880,0,1/12/1928,1928,5,1951,56,1955,/players/L/LangBi20.htm,Bill Lange,G-LB
3881,0,7/29/1928,1928,1,1949,1,1949,/players/L/LogeBo20.htm,Bob Logel,E
3882,0,6/12/1928,1928,3,1951,33,1953,/players/L/LoomAc20.htm,Ace Loomis,DB-HB
3883,0,12/18/1928,1928,2,1953,8,1954,/players/L/LoweLl20.htm,Lloyd Lowe,DB-HB
3884,0,8/10/1928,1928,1,1951,3,1951,/players/L/LyncLy20.htm,Lynn Lynch,G
3885,0,8/1/1928,1928,4,1950,45,1955,/players/M/MattCl20.htm,Clay Matthews,DE-T-DT
3886,6,12/31/1928,1928,13,1952,143,1964,/players/M/McElHu00.htm,Hugh McElhenny,HB
3887,5,8/21/1928,1928,11,1952,125,1965,/players/M/McFaBu00.htm,Bud McFadin,DT-DG-LB-G
3888,0,1/29/1928,1928,2,1951,13,1952,/players/M/MomsTo20.htm,Tony Momsen,C
3889,0,10/23/1928,1928,1,1949,8,1949,/players/M/MorgJo20.htm,Joe Morgan,T
3890,0,12/26/1928,1928,3,1951,30,1953,/players/M/MoseBo20.htm,Bob Moser,C
3891,0,5/5/1928,1928,1,1950,12,1950,/players/N/NickGe20.htm,George Nicksich,MG-LB-G
3892,0,5/7/1928,1928,1,1950,9,1950,/players/N/NixxJa21.htm,Jack Nix,E
3893,0,7/25/1928,1928,3,1951,29,1953,/players/P/PapiJo20.htm,Johnny Papit,HB
3894,0,1/11/1928,1928,3,1951,32,1953,/players/P/PelfRa20.htm,Ray Pelfrey,E-HB
3895,0,2/10/1928,1928,2,1954,20,1955,/players/P/PeriPe20.htm,Pete Perini,FB-LB
3896,1,1/1/1928,1928,9,1952,104,1961,/players/P/PeteVo00.htm,Volney Peters,DT-T-DE
3897,0,9/7/1928,1928,3,1951,36,1953,/players/P/PollAl20.htm,Al Pollard,HB-FB
3898,0,2/29/1928,1928,4,1950,46,1953,/players/P/PoweJi20.htm,Jim Powers,DB-LB-QB
3899,5,9/5/1928,1928,11,1952,121,1962,/players/P/PutnDu00.htm,Duane Putnam,G
3900,1,6/22/1928,1928,5,1952,49,1956,/players/Q/QuinSk00.htm,Skeets Quinlan,HB
3901,0,1/25/1928,1928,3,1954,30,1956,/players/R/RadoGe21.htm,George Radosevich,T-C
3902,0,10/7/1928,1928,7,1950,64,1956,/players/R/RichHe20.htm,Herb Rich,DB
3903,4,10/27/1928,1928,11,1951,121,1961,/players/R/RoteKy00.htm,Kyle Rote,E-HB/Coach
3904,2,1/18/1928,1928,13,1950,149,1966,/players/R/RoteTo00.htm,Tobin Rote,QB
3905,0,7/14/1928,1928,1,1951,12,1951,/players/R/RowlBr20.htm,Brad Rowland,HB
3906,0,8/2/1928,1928,,,,,/coaches/RustRo0.htm,Rod Rust,Coach
3907,0,8/28/1928,1928,1,1951,12,1951,/players/S/SaleEd20.htm,Ed Salem,DB-QB
3908,2,10/17/1928,1928,9,1953,105,1961,/players/S/SchnBo00.htm,Bob Schnelker,E/Coach
3909,0,12/23/1928,1928,3,1952,36,1956,/players/S/SkibJo20.htm,Joe Skibinski,G
3910,0,11/27/1928,1928,4,1954,40,1957,/players/S/SmitRa22.htm,Ray Gene Smith,DB-HB
3911,0,5/21/1928,1928,1,1950,12,1950,/players/S/SpanFr20.htm,Frank Spaniel,HB
3912,0,4/28/1928,1928,2,1951,18,1954,/players/S/SparDa21.htm,Dave Sparks,G-T
3913,0,1/31/1928,1928,1,1949,4,1949,/players/S/SponBo20.htm,Bob Sponaugle,E
3914,0,5/25/1928,1928,2,1952,15,1954,/players/S/StevDo20.htm,Don Stevens,HB
3915,3,1/29/1928,1928,12,1953,132,1964,/players/S/StroJa00.htm,Jack Stroud,G-T
3916,0,2/27/1928,1928,3,1952,31,1954,/players/S/SuliGe20.htm,George Sulima,E-DE
3917,1,7/12/1928,1928,9,1950,102,1958,/players/S/SvobBi00.htm,Bill Svoboda,LB-FB
3918,0,1/19/1928,1928,8,1949,75,1958,/players/S/SzafLe20.htm,Len Szafaryn,T-G-LB-DT
3919,0,9/28/1928,1928,11,1951,116,1962,/players/T/TaseCa20.htm,Carl Taseff,DB-HB
3920,3,3/26/1928,1928,8,1949,85,1957,/players/T/ThomBo02.htm,Bobby Thomason,QB
3921,0,3/4/1928,1928,3,1950,31,1952,/players/T/ThomGe20.htm,George Thomas,HB-DB
3922,0,5/23/1928,1928,4,1955,37,1960,/players/T/ThomJe20.htm,Jesse Thomas,DB
3923,0,8/5/1928,1928,2,1950,24,1951,/players/T/TomlDi20.htm,Dick Tomlinson,G
3924,1,6/8/1928,1928,3,1950,36,1954,/players/T/TonnCl00.htm,Clayton Tonnemaker,LB-C
3925,4,3/6/1928,1928,6,1950,67,1955,/players/T/TowlDa00.htm,Dan Towler,FB
3926,1,4/12/1928,1928,5,1951,52,1960,/players/W/WallFr00.htm,Fred Wallner,LB-G
3927,2,10/17/1928,1928,12,1951,148,1962,/players/W/WalsBo00.htm,Bobby Walston,E-HB-K
3928,0,12/26/1928,1928,4,1950,35,1954,/players/W/WeatBo20.htm,Bones Weatherly,LB
3929,0,4/23/1928,1928,1,1948,7,1948,/players/W/WhalJe20.htm,Jerry Whalen,C-G
3930,0,9/26/1928,1928,2,1951,17,1952,/players/W/WhitWi21.htm,Wilford White,HB
3931,4,11/4/1928,1928,10,1953,124,1962,/players/W/WietRa00.htm,Ray Wietecha,C
3932,0,9/30/1928,1928,,,,,/coaches/WilsRa0.htm,Ray Willsey,Coach
3933,0,10/26/1928,1928,1,1953,12,1953,/players/W/WingEl20.htm,Elmer Wingate,DE
3934,0,5/26/1928,1928,6,1950,54,1956,/players/W/WituCa20.htm,Cas Witucki,G
3935,0,7/27/1928,1928,6,1952,62,1957,/players/Y/YelvDi20.htm,Dick Yelvington,T-G
3936,4,6/25/1928,1928,10,1949,112,1958,/players/Y/YounTa00.htm,Tank Younger,FB-LB-HB
3937,0,5/10/1928,1928,6,1951,65,1958,/players/Y/YowaWa20.htm,Walt Yowarsky,DE-C-T
3938,0,7/12/1929,1929,2,1954,22,1955,/players/A/AdduNi20.htm,Nick Adduci,LB
3939,0,6/27/1929,1929,4,1951,48,1954,/players/A/AfflDi20.htm,Dick Afflis,T-DG-G
3940,1,1/17/1929,1929,8,1952,96,1959,/players/A/AlbaDi00.htm,Dick Alban,DB
3941,0,4/4/1929,1929,4,1951,47,1954,/players/A/AlbrBi20.htm,Bill Albright,G-T-DT
3942,0,3/6/1929,1929,2,1951,24,1952,/players/A/AmbeJo00.htm,John Amberg,DB-HB
3943,0,3/3/1929,1929,2,1953,19,1954,/players/A/AndeBi01.htm,Billy Anderson,DB-HB
3944,0,11/25/1929,1929,2,1952,21,1953,/players/A/AndeCl00.htm,Cliff Anderson,E
3945,0,6/15/1929,1929,1,1954,1,1954,/players/A/ArteEl20.htm,Elmer Arterburn,DB
3946,0,6/2/1929,1929,1,1952,11,1952,/players/B/BaggBi00.htm,Billy Baggett,HB-DB
3947,4,11/12/1929,1929,15,1953,195,1969,/players/B/BakeSa20.htm,Sam Baker,K-FB
3948,0,7/19/1929,1929,1,1954,8,1954,/players/B/BarfKe20.htm,Ken Barfield,T-DT
3949,0,12/15/1929,1929,1,1956,2,1956,/players/B/BarnEm20.htm,Emery Barnes,DE
3950,0,9/8/1929,1929,3,1959,17,1961,/players/B/BeamBy20.htm,Byron Beams,T-DT
3951,0,12/28/1929,1929,2,1954,16,1955,/players/B/BersMa20.htm,Marv Berschet,G-DE
3952,0,11/7/1929,1929,1,1956,12,1956,/players/B/BingDo00.htm,Don Bingham,HB
3953,0,10/13/1929,1929,4,1954,47,1958,/players/B/BradHa22.htm,Harold Bradley,G
3954,0,5/19/1929,1929,3,1952,33,1954,/players/B/BranJi20.htm,Jim Brandt,DB-HB
3955,2,5/25/1929,1929,8,1954,95,1961,/players/C/CampMa01.htm,Marion Campbell,DE-DT-MG-G-T/Coach
3956,0,4/27/1929,1929,1,1952,12,1952,/players/C/CannPa20.htm,Pat Cannamela,LB
3957,0,7/27/1929,1929,1,1954,6,1954,/players/C/CheaEr20.htm,Ernie Cheatham,DT
3958,0,7/18/1929,1929,2,1952,24,1953,/players/C/ClarJi20.htm,Jim Clark,T-G-DT-LB
3959,0,12/11/1929,1929,1,1951,11,1951,/players/C/CollBo20.htm,Bobby Collier,T-DT
3960,0,9/29/1929,1929,,,,,/coaches/CourDi0.htm,Dick Coury,Coach
3961,0,6/17/1929,1929,3,1951,26,1955,/players/C/CoxxBi20.htm,Billy Cox,DE-DB-HB-E
3962,0,5/3/1929,1929,3,1951,36,1953,/players/C/CrosBi20.htm,Billy Cross,HB
3963,0,9/24/1929,1929,1,1954,12,1954,/players/D/DaffTe20.htm,Ted Daffer,DE
3964,0,5/26/1929,1929,2,1951,16,1952,/players/D/DAloPe20.htm,Pete D'Alonzo,FB
3965,1,3/31/1929,1929,6,1951,69,1958,/players/D/DaugDi00.htm,Dick Daugherty,G-LB-C
3966,0,7/4/1929,1929,,,,,/coaches/DaviAl0.htm,Al Davis,Coach
3967,0,12/19/1929,1929,2,1953,3,1954,/players/D/DaviBu20.htm,Buddy Davis,T
3968,0,5/31/1929,1929,4,1957,46,1960,/players/D/DaviMi22.htm,Milt Davis,DB
3969,0,9/26/1929,1929,1,1952,9,1952,/players/D/DeesBo20.htm,Bob Dees,DT-T
3970,0,12/2/1929,1929,2,1955,14,1956,/players/D/DeleBu20.htm,Burt Delavan,T
3971,0,4/26/1929,1929,6,1951,68,1957,/players/D/DibbDo00.htm,Dorne Dibble,E-DB
3972,2,11/15/1929,1929,7,1954,69,1962,/players/D/DoroAl00.htm,Al Dorow,QB
3973,0,2/24/1929,1929,1,1952,12,1952,/players/D/DowdSt20.htm,Steve Dowden,T
3974,1,10/21/1929,1929,7,1953,73,1959,/players/E/ElteLe00.htm,Leo Elter,FB-HB
3975,0,2/18/1929,1929,1,1952,2,1952,/players/E/EndrAl20.htm,Al Endress,DE-E
3976,0,3/4/1929,1929,1,1952,6,1952,/players/F/FelkGe20.htm,Gene Felker,E
3977,0,12/8/1929,1929,2,1952,20,1953,/players/F/FloyBo20.htm,Bobby Jack Floyd,FB
3978,0,12/17/1929,1929,2,1960,21,1961,/players/F/FreyDi20.htm,Dick Frey,DE
3979,1,8/8/1929,1929,9,1953,95,1963,/players/F/FullFr20.htm,Frank Fuller,DT-T-G-C-DE
3980,5,6/21/1929,1929,12,1952,126,1964,/players/G/GainBo00.htm,Bob Gain,DT-DE-MG-T
3981,0,2/5/1929,1929,1,1953,3,1953,/players/G/GambBo20.htm,Bob Gambold,QB
3982,0,2/27/1929,1929,5,1952,53,1956,/players/G/GandSo20.htm,Sonny Gandee,LB-DE
3983,8,10/27/1929,1929,15,1952,173,1966,/players/G/GeorBi00.htm,Bill George,LB-G-MG-DT
3984,0,5/21/1929,1929,4,1953,41,1956,/players/G/GianHa20.htm,Hal Giancanelli,HB
3985,0,2/25/1929,1929,3,1952,27,1955,/players/G/GoldRa20.htm,Ralph Goldston,HB-DB
3986,0,2/13/1929,1929,5,1950,58,1956,/players/G/GorgKe20.htm,Ken Gorgal,DB
3987,0,4/16/1929,1929,1,1953,12,1953,/players/G/GranSo20.htm,Sonny Grandelius,HB
3988,0,2/12/1929,1929,6,1953,49,1961,/players/G/GrifBo20.htm,Bob Griffin,LB-C
3989,1,8/15/1929,1929,5,1951,58,1955,/players/G/GrooJe00.htm,Jerry Groom,MG-DT-C-LB
3990,0,9/24/1929,1929,1,1951,9,1951,/players/H/HansRo21.htm,Roscoe Hansen,T-DT
3991,0,6/19/1929,1929,7,1954,76,1961,/players/H/HausAr20.htm,Art Hauser,DT-T-G
3992,0,8/8/1929,1929,7,1952,80,1960,/players/H/HellJe20.htm,Jerry Helluin,DT
3993,0,7/21/1929,1929,3,1951,33,1955,/players/H/HillJi20.htm,Jim Hill,DB
3994,0,1/18/1929,1929,1,1950,11,1950,/players/H/HixxBi20.htm,Billy Hix,E
3995,0,8/29/1929,1929,1,1955,6,1955,/players/H/HugaHa20.htm,Harry Hugasian,HB-DB
3996,0,8/10/1929,1929,5,1954,59,1958,/players/H/HuxhKe20.htm,Ken Huxhold,G
3997,0,8/6/1929,1929,3,1952,32,1954,/players/H/HuzvJo20.htm,John Huzvar,FB
3998,0,4/26/1929,1929,6,1952,71,1957,/players/J/JackKe20.htm,Ken Jackson,T-G
3999,0,3/17/1929,1929,7,1951,62,1960,/players/J/JessBi00.htm,Bill Jessup,E-FL
4000,4,11/24/1929,1929,13,1954,143,1966,/players/J/JohnJo02.htm,John Henry Johnson,FB-HB
4001,0,11/3/1929,1929,7,1954,66,1961,/players/J/JohnJo03.htm,Joe Johnson,HB-E
4002,0,1/24/1929,1929,1,1955,10,1955,/players/J/JoneCh20.htm,Charlie Jones,DE
4003,1,10/8/1929,1929,12,1951,135,1962,/players/J/JoycDo00.htm,Don Joyce,DE-DT
4004,0,9/30/1929,1929,3,1955,36,1958,/players/K/KimmJ.20.htm,J.D. Kimmel,DT
4005,0,1/13/1929,1929,1,1954,12,1954,/players/K/KineGe20.htm,George Kinek,E
4006,0,3/11/1929,1929,3,1954,32,1960,/players/K/KingDo20.htm,Don King,DE-DT
4007,0,8/6/1929,1929,1,1954,9,1954,/players/K/KingEl20.htm,Ellsworth Kingery,DB
4008,0,9/29/1929,1929,2,1952,13,1954,/players/K/KissEd20.htm,Ed Kissell,DB
4009,0,6/29/1929,1929,1,1956,5,1956,/players/K/KlawDi20.htm,Dick Klawitter,C
4010,0,5/14/1929,1929,3,1952,20,1955,/players/K/KnigPa20.htm,Pat Knight,LB
4011,0,10/2/1929,1929,1,1955,12,1955,/players/K/KraeEl20.htm,Eldred Kraemer,G
4012,0,1/20/1929,1929,,,,,/coaches/KushFr0.htm,Frank Kush,Coach
4013,0,2/19/1929,1929,1,1951,9,1951,/players/L/LeaxPa20.htm,Paul Lea,DT-T
4014,0,8/28/1929,1929,1,1952,4,1952,/players/L/ListEd20.htm,Ed Listopad,G
4015,0,8/31/1929,1929,6,1954,63,1959,/players/M/MacAKe20.htm,Ken MacAfee,E-TE
4016,0,12/17/1929,1929,9,1953,85,1961,/players/M/MainGi20.htm,Gil Mains,DT-DE
4017,0,9/20/1929,1929,1,1953,12,1953,/players/M/ManlJa20.htm,Jack Manley,LB-C
4018,2,2/26/1929,1929,10,1951,114,1960,/players/M/MathRa00.htm,Ray Mathews,HB-E
4019,0,4/1/1929,1929,1,1950,4,1950,/players/M/MazzGe20.htm,Geno Mazzanti,HB
4020,0,1/23/1929,1929,1,1954,1,1954,/players/M/McElBu20.htm,Bucky McElroy,HB
4021,0,12/25/1929,1929,1,1953,12,1953,/players/M/McPhBu20.htm,Buck McPhail,FB-K
4022,0,10/11/1929,1929,3,1952,26,1954,/players/M/MenaDo20.htm,Don Menasco,DB
4023,0,2/13/1929,1929,1,1952,12,1952,/players/M/MergMi20.htm,Mike Mergen,T-DT
4024,5,10/16/1929,1929,12,1951,133,1963,/players/M/MichWa00.htm,Walt Michaels,LB/Coach
4025,0,11/1/1929,1929,2,1954,24,1955,/players/M/MikeAn20.htm,Andy Miketa,C
4026,0,12/11/1929,1929,7,1952,81,1958,/players/M/MillBo20.htm,Bob Miller,DT-T
4027,0,5/24/1929,1929,2,1953,22,1954,/players/M/MixoBi20.htm,Billy Mixon,HB-DB
4028,0,1/13/1929,1929,6,1952,66,1959,/players/M/ModzEd20.htm,Ed Modzelewski,FB
4029,0,5/28/1929,1929,2,1951,22,1952,/players/M/MomsBo20.htm,Bob Momsen,MG-G-LB
4030,0,7/9/1929,1929,3,1951,20,1955,/players/M/MonaJi20.htm,Jim Monachino,HB-FB-DB
4031,0,9/1/1929,1929,1,1953,10,1953,/players/M/MortJo20.htm,John Morton,LB
4032,0,12/17/1929,1929,1,1953,10,1953,/players/M/MrkoGe20.htm,George Mrkonic,T-DT
4033,0,2/14/1929,1929,3,1953,26,1958,/players/M/MyerBr20.htm,Brad Myers,B-E
4034,0,6/1/1929,1929,2,1951,15,1952,/players/O/OrtmCh20.htm,Chuck Ortmann,B
4035,0,8/12/1929,1929,2,1953,18,1954,/players/P/PalmTo20.htm,Tom Palmer,DT
4036,0,3/6/1929,1929,3,1950,28,1952,/players/P/PearLi20.htm,Lindy Pearson,HB
4037,0,12/1/1929,1929,1,1953,3,1953,/players/P/ProcRe20.htm,Rex Proctor,DB
4038,0,3/18/1929,1929,2,1951,22,1952,/players/R/ReidJo20.htm,Joe Reid,LB-C-DG
4039,3,11/7/1929,1929,12,1952,142,1963,/players/R/RenfRa00.htm,Ray Renfro,HB-FL
4040,0,9/11/1929,1929,1,1956,4,1956,/players/R/RobeBi20.htm,Bill Roberts,HB
4041,0,9/29/1929,1929,2,1952,3,1960,/players/R/RobiBi00.htm,Bill Robinson,HB
4042,2,10/4/1929,1929,8,1951,93,1958,/players/S/SanfLe00.htm,Leo Sanford,LB
4043,0,1/9/1929,1929,3,1951,34,1954,/players/S/SchaPe20.htm,Pete Schabarum,HB
4044,1,3/3/1929,1929,6,1951,64,1957,/players/S/SchrGe00.htm,Gene Schroeder,E-DB
4045,0,9/6/1929,1929,2,1954,14,1955,/players/S/ShieBu20.htm,Burrell Shields,HB
4046,0,2/3/1929,1929,,,,,/coaches/ShipKe0.htm,Ken Shipp,Coach
4047,0,3/24/1929,1929,1,1951,4,1951,/players/S/SiegWa20.htm,Wayne Siegert,T-LB-G
4048,0,2/28/1929,1929,2,1953,15,1954,/players/S/SmitBo22.htm,Bob Smith,FB
4049,0,5/5/1929,1929,4,1956,35,1961,/players/S/SpenJu20.htm,Julian Spence,DB-FL
4050,0,4/6/1929,1929,1,1951,3,1951,/players/S/StauJe20.htm,Jerry Stautberg,G-LB
4051,0,10/8/1929,1929,2,1952,24,1953,/players/S/StriBo20.htm,Bob Stringer,LB-FB
4052,0,4/3/1929,1929,1,1951,11,1951,/players/S/StroJa20.htm,James Stroschein,DE
4053,0,1/17/1929,1929,,,,,/coaches/StudCh0.htm,Chuck Studley,Coach
4054,2,4/6/1929,1929,9,1954,104,1962,/players/S/SugaLe00.htm,Leo Sugar,DE
4055,0,2/8/1929,1929,2,1951,20,1952,/players/T/TaitAr20.htm,Art Tait,DE
4056,1,12/11/1929,1929,5,1952,49,1956,/players/T/TeteDe00.htm,Deral Teteak,LB-G
4057,3,2/28/1929,1929,7,1951,83,1957,/players/T/TorgLa00.htm,LaVern Torgeson,LB-C/Coach
4058,0,12/5/1929,1929,1,1954,3,1954,/players/T/TurnHa20.htm,Hal Turner,DE
4059,0,4/6/1929,1929,1,1952,2,1952,/players/T/TyrrJo20.htm,Joe Tyrrell,G
4060,0,12/14/1929,1929,5,1954,51,1958,/players/U/UlriCh20.htm,Chuck Ulrich,DT
4061,0,3/22/1929,1929,1,1953,10,1953,/players/V/VanDBo20.htm,Bob Van Doren,DE
4062,2,10/26/1929,1929,6,1955,65,1960,/players/W/WeatJi00.htm,Jim Weatherall,DT-T
4063,0,5/25/1929,1929,3,1951,35,1955,/players/W/WhitBo20.htm,Bob White,HB
4064,4,2/8/1929,1929,14,1952,168,1965,/players/W/WillFr01.htm,Fred Williams,DT-G
4065,0,12/5/1929,1929,1,1952,12,1952,/players/W/WillSt20.htm,Stan Williams,DB-E
4066,0,5/12/1929,1929,1,1951,3,1951,/players/W/WomaBr20.htm,Bruce Womack,G
4067,0,12/10/1929,1929,6,1956,62,1961,/players/W/WrenJu20.htm,Junior Wren,DB
4068,0,12/22/1929,1929,1,1956,4,1956,/players/Y/YounGl22.htm,Glenn Young,DB
4069,0,12/24/1930,1930,3,1954,26,1956,/players/A/AtkeDa00.htm,Dale Atkeson,FB
4070,8,5/8/1930,1930,17,1953,205,1969,/players/A/AtkiDo00.htm,Doug Atkins,DE
4071,0,8/12/1930,1930,3,1953,30,1955,/players/B/BabcHa00.htm,Harry Babcock,E-DE
4072,0,2/19/1930,1930,1,1953,7,1953,/players/B/BahnKe00.htm,Ken Bahnsen,FB
4073,0,10/12/1930,1930,2,1952,18,1953,/players/B/BailBy00.htm,Byron Bailey,HB
4074,0,12/24/1930,1930,5,1954,53,1960,/players/B/BarrAl21.htm,Al Barry,G
4075,0,5/29/1930,1930,1,1953,5,1953,/players/B/BartDo00.htm,Don Barton,HB
4076,0,11/21/1930,1930,3,1952,36,1956,/players/B/BaweBi00.htm,Bibbles Bawel,DB
4077,0,6/22/1930,1930,1,1952,6,1952,/players/B/BennFr00.htm,Fred Benners,QB
4078,0,4/23/1930,1930,2,1954,13,1955,/players/B/BighJa00.htm,Jack Bighead,DE-E
4079,0,3/9/1930,1930,1,1952,1,1952,/players/B/BoerCh20.htm,Chuck Boerio,LB
4080,0,3/27/1930,1930,1,1955,11,1955,/players/B/BoggRe20.htm,Rex Boggan,DT
4081,0,7/27/1930,1930,4,1957,46,1961,/players/B/BravAl20.htm,Alex Bravo,DB
4082,2,9/1/1930,1930,9,1952,104,1960,/players/B/BrewPe00.htm,Pete Brewster,E
4083,0,9/6/1930,1930,1,1955,1,1955,/players/B/BrooBu21.htm,Bud Brooks,G
4084,0,8/15/1930,1930,1,1957,4,1957,/players/B/BrowMa23.htm,Marv Brown,HB
4085,0,12/19/1930,1930,2,1953,24,1954,/players/B/BrowPe20.htm,Pete Brown,C-LB
4086,0,9/15/1930,1930,14,1953,103,1968,/players/B/BukiRu00.htm,Rudy Bukich,QB
4087,0,9/3/1930,1930,6,1952,68,1957,/players/C/CampJo20.htm,Joe Campanella,LB-DT-T
4088,0,8/26/1930,1930,9,1952,92,1962,/players/C/CampSt20.htm,Stan Campbell,G
4089,0,2/8/1930,1930,4,1952,32,1958,/players/C/CareBo20.htm,Bob Carey,E
4090,1,1/31/1930,1930,7,1954,71,1960,/players/C/CarsJo00.htm,John Carson,E
4091,0,1/23/1930,1930,1,1952,11,1952,/players/C/CasnKe20.htm,Ken Casner,DT
4092,0,10/17/1930,1930,1,1953,12,1953,/players/C/ChicNi20.htm,Nick Chickillo,LB-G
4093,0,11/30/1930,1930,5,1952,53,1957,/players/C/ClarHe20.htm,Herman Clark,G-MG-LB
4094,0,8/9/1930,1930,1,1954,10,1954,/players/C/CritJa20.htm,Jack Crittendon,E
4095,0,8/27/1930,1930,1,1953,7,1953,/players/D/DawsGi20.htm,Gib Dawson,HB
4096,4,2/23/1930,1930,8,1952,94,1959,/players/D/DillBo00.htm,Bobby Dillon,DB
4097,0,9/29/1930,1930,1,1953,11,1953,/players/D/DonaGe20.htm,Gene Donaldson,G
4098,0,2/8/1930,1930,8,1952,81,1961,/players/D/DoolJi00.htm,Jim Dooley,B-E-FL-TE/Coach
4099,0,3/26/1930,1930,2,1955,18,1960,/players/D/DoylDi20.htm,Dick Doyle,DB
4100,0,8/8/1930,1930,5,1952,29,1960,/players/D/DublTo00.htm,Tom Dublinski,QB
4101,0,9/21/1930,1930,5,1954,54,1958,/players/E/EggeDo20.htm,Doug Eggers,LB
4102,0,5/20/1930,1930,2,1961,28,1962,/players/E/EtchSa00.htm,Sam Etcheverry,QB
