,age,all star,birth date,death date,death year,experience,first year,games,last year,link,name,position
1832,72,0,8/10/1905,9/29/1977,1977,3,1928,51,1930,/players/H/HansHa22.htm,Hal Hanson,G
1833,28,0,3/31/1949,5/14/1977,1977,3,1971,27,1973,/players/H/HestRa20.htm,Ray Hester,LB
1834,81,0,7/21/1895,2/11/1977,1977,1,1925,4,1925,/players/H/HoffJa21.htm,Jake Hoffman,FB
1835,76,0,10/31/1900,10/17/1977,1977,9,1927,105,1936,/players/H/HubbCa20.htm,Cal Hubbard,T-E-DE-G
1836,79,0,12/22/1897,9/26/1977,1977,6,1920,42,1925,/players/H/HuffKe21.htm,Ken Huffine,FB/Coach
1837,68,0,4/11/1909,9/18/1977,1977,1,1934,2,1934,/players/H/HugrJo20.htm,Joe Hugret,E
1838,57,0,2/28/1920,11/18/1977,1977,2,1944,6,1945,/players/J/JarvTo20.htm,Toimi Jarvi,HB
1839,42,4,1/26/1935,2/21/1977,1977,13,1957,163,1969,/players/J/JordHe00.htm,Henry Jordan,DT-DE
1840,63,0,7/31/1913,7/24/1977,1977,2,1936,18,1937,/players/J/JorgWa20.htm,Wagner Jorgensen,C-LB
1841,74,0,5/31/1903,11/24/1977,1977,2,1925,11,1927,/players/J/JoseZi20.htm,Zip Joseph,E-G-C
1842,74,0,1/20/1903,11/30/1977,1977,7,1927,79,1933,/players/K/KassCh20.htm,Chuck Kassel,E
1843,62,0,2/4/1915,7/7/1977,1977,1,1938,8,1938,/players/K/KataLe20.htm,Leo Katalinas,T-G
1844,57,0,6/8/1919,2/8/1977,1977,2,1944,13,1945,/players/K/KeenJa20.htm,Jack Keenan,T-G
1845,61,1,7/8/1915,5/18/1977,1977,2,1939,20,1940,/players/K/KellPa20.htm,Paul Kell,T
1846,48,0,6/29/1929,12/11/1977,1977,1,1956,5,1956,/players/K/KlawDi20.htm,Dick Klawitter,C
1847,73,0,4/24/1904,8/26/1977,1977,1,1926,9,1926,/players/K/KuicSt20.htm,Stan Kuick,G
1848,72,0,1/2/1905,8/19/1977,1977,1,1926,9,1926,/players/L/LaneOx20.htm,Oxie Lane,T
1849,79,0,10/15/1897,5/1/1977,1977,5,1922,52,1929,/players/L/LarsOj20.htm,Ojay Larson,C
1850,85,0,7/19/1892,12/0/1977,1977,1,1920,4,1920,/players/M/MacWKy20.htm,Kyle MacWherter,FB
1851,74,0,7/22/1903,9/20/1977,1977,1,1931,2,1931,/players/M/MagnJa20.htm,James Magner,B
1852,68,0,1/13/1909,1/28/1977,1977,8,1933,93,1940,/players/M/MandJa20.htm,Jack Manders,HB-FB
1853,65,0,8/20/1911,7/27/1977,1977,1,1936,5,1936,/players/M/McDoJi20.htm,Jim McDonald,HB
1854,64,0,10/26/1912,8/30/1977,1977,2,1934,19,1935,/players/M/McPhHa20.htm,Hal McPhail,FB
1855,63,0,2/28/1914,8/7/1977,1977,2,1939,18,1940,/players/M/MeadJi20.htm,Jim Meade,HB
1856,72,0,11/30/1904,8/27/1977,1977,1,1927,9,1927,/players/M/MoliLo20.htm,Lou Molinet,FB
1857,84,0,9/12/1893,10/26/1977,1977,1,1920,3,1920,/players/M/MungJo20.htm,Jock Mungavin,E
1858,84,0,12/16/1892,2/1/1977,1977,6,1920,33,1925,/players/N/NashBo20.htm,Bob Nash,T-E
1859,77,0,4/8/1899,3/9/1977,1977,2,1922,10,1923,/players/N/NasoEd20.htm,Ed Nason,T-WB
1860,80,0,11/1/1897,11/25/1977,1977,4,1922,22,1926,/players/N/NealRa21.htm,Ray Neal,T-G
1861,60,1,6/22/1917,11/18/1977,1977,2,1939,22,1940,/players/O/OBriDa21.htm,Davey O'Brien,QB-TB
1862,83,0,7/28/1893,7/22/1977,1977,2,1920,7,1921,/players/O/OHeaJa20.htm,Jack O'Hearn,WB
1863,70,2,5/1/1907,8/30/1977,1977,9,1932,97,1940,/players/P/PincEr20.htm,Ernie Pinckert,B
1864,75,0,12/23/1901,7/5/1977,1977,1,1926,5,1926,/players/P/PittRa20.htm,Ralph Pittman,BB-WB
1865,69,0,4/4/1908,12/26/1977,1977,3,1933,32,1935,/players/Q/QuatJe20.htm,Jess Quatse,T
1866,70,0,9/12/1906,3/27/1977,1977,1,1925,1,1925,/players/R/RichCh20.htm,Charlie Richardson,BB
1867,63,0,6/24/1913,4/30/1977,1977,4,1938,25,1944,/players/R/RogeBi20.htm,Bill Rogers,T
1868,81,0,9/16/1896,12/19/1977,1977,5,1920,19,1926,/players/S/SechWa20.htm,Walt Sechrist,G-T
1869,60,1,6/13/1916,5/0/1977,1977,7,1940,73,1946,/players/S/SeymBo20.htm,Bob Seymour,HB-FB
1870,77,0,3/28/1899,3/19/1977,1977,,,,,/coaches/ShawLa0.htm,Buck Shaw,Coach
1871,73,0,4/3/1903,1/16/1977,1977,2,1927,20,1928,/players/S/SimmJi20.htm,Jim Simmons,B
1872,54,0,9/8/1922,8/2/1977,1977,1,1947,7,1947,/players/S/SmitJi20.htm,Jim Smith,T
1873,71,0,11/5/1905,8/14/1977,1977,3,1927,32,1929,/players/S/SmitOr20.htm,Orland Smith,T-G
1874,58,0,1/25/1919,4/0/1977,1977,1,1946,13,1946,/players/S/StanC.20.htm,C.B. Stanley,T
1875,65,4,3/17/1912,3/23/1977,1977,9,1936,84,1946,/players/S/StydJo20.htm,Joe Stydahar,T/Coach
1876,55,0,1/8/1922,1/8/1977,1977,2,1948,24,1949,/players/S/SuheSt20.htm,Steve Suhey,G
1877,56,0,1/12/1920,1/0/1977,1977,1,1944,10,1944,/players/T/TaylCh20.htm,Chuck Taylor,BB-LB
1878,77,0,2/13/1900,8/19/1977,1977,2,1924,3,1925,/players/T/ThomJo22.htm,John Thomas,FB
1879,64,0,11/20/1912,7/21/1977,1977,2,1935,14,1936,/players/T/TurlJo20.htm,John Turley,BB
1880,33,0,8/20/1944,8/21/1977,1977,5,1966,66,1970,/players/V/VellJi20.htm,Jim Vellone,G
1881,85,0,9/27/1891,5/5/1977,1977,1,1920,4,1920,/players/V/VossDo20.htm,Doc Voss,G-T
1882,76,0,4/18/1900,2/0/1977,1977,4,1923,30,1926,/players/W/WallDu20.htm,Dutch Wallace,G-C-T
1883,80,0,12/7/1896,8/23/1977,1977,2,1920,8,1921,/players/W/WhitFr20.htm,Frank Whitcomb,G-T-C
1884,84,0,9/29/1893,10/18/1977,1977,3,1921,7,1923,/players/W/WiggHu20.htm,Hubert Wiggs,FB-T/Coach
1885,79,0,3/14/1897,2/3/1977,1977,4,1920,27,1924,/players/W/WolfOs20.htm,Oscar Wolford,G-C-E
1886,75,0,1/18/1902,10/17/1977,1977,2,1925,11,1926,/players/Z/ZiffDa20.htm,Dave Ziff,E
1887,79,0,9/22/1898,4/24/1978,1978,4,1922,39,1925,/players/A/AndeHu20.htm,Hunk Anderson,G-C/Coach
1888,78,0,10/24/1900,11/2/1978,1978,1,1923,5,1923,/players/B/BeasJo20.htm,John Beasley,G
1889,71,0,10/8/1906,9/4/1978,1978,3,1927,26,1931,/players/B/BeldBu20.htm,Bunny Belden,B
1890,72,0,9/22/1905,9/15/1978,1978,1,1933,2,1933,/players/B/BettLa20.htm,Larry Bettencourt,C
1891,37,1,10/14/1940,2/14/1978,1978,8,1962,96,1969,/players/B/BirdDa00.htm,Dan Birdwell,DT-DE
1892,68,0,10/25/1910,12/15/1978,1978,1,1933,3,1933,/players/B/BlonTo20.htm,Tom Blondin,G
1893,60,0,7/20/1917,5/3/1978,1978,1,1938,11,1938,/players/B/BrazCa20.htm,Carl Brazell,B
1894,66,0,7/19/1912,11/21/1978,1978,3,1936,15,1938,/players/B/BritEd20.htm,Eddie Britt,TB-DB-FB
1895,83,0,4/13/1895,7/28/1978,1978,1,1922,1,1922,/players/B/BurgAl20.htm,Al Burgin,G
1896,77,0,12/15/1900,4/7/1978,1978,2,1924,2,1925,/players/B/BurtRu20.htm,Russ Burt,WB-FB
1897,55,0,12/26/1922,8/3/1978,1978,2,1948,24,1949,/players/B/ButkCa20.htm,Carl Butkus,G-T
1898,57,0,12/19/1920,3/27/1978,1978,1,1946,9,1946,/players/C/CallJi20.htm,Jim Callahan,TB
1899,50,0,8/30/1927,6/5/1978,1978,3,1950,25,1953,/players/C/CampDo21.htm,Don Campora,T-DT
1900,71,0,10/11/1906,8/5/1978,1978,7,1931,75,1938,/players/C/ClarDu20.htm,Dutch Clark,TB-DB/Coach
1901,63,0,5/6/1915,6/22/1978,1978,4,1940,34,1944,/players/C/ClayBo20.htm,Boyd Clay,T
1902,56,0,12/15/1921,2/13/1978,1978,4,1948,49,1951,/players/C/ClowJo20.htm,John Clowes,T-G-DT
1903,83,0,4/16/1895,11/24/1978,1978,2,1925,4,1926,/players/C/ConnDu20.htm,Dutch Connor,B
1904,81,0,7/15/1896,5/23/1978,1978,1,1922,1,1922,/players/D/DalrSl20.htm,Slats Dalrymple,C
1905,59,0,6/9/1919,11/1/1978,1978,1,1943,2,1943,/players/D/DigrBe20.htm,Bernie Digris,T-G
1906,74,0,7/4/1903,3/2/1978,1978,2,1925,12,1926,/players/D/DobeDi20.htm,Dick Dobeleit,B
1907,73,0,11/26/1904,8/26/1978,1978,1,1929,6,1929,/players/D/DunnBo20.htm,Bob Dunn,C-T
1908,69,0,3/25/1909,5/0/1978,1978,2,1932,11,1933,/players/F/FelbNi20.htm,Nip Felber,E
1909,71,0,3/7/1907,9/23/1978,1978,2,1930,21,1931,/players/F/FitzJi20.htm,Jim Fitzgerald,C
1910,75,0,10/29/1902,8/31/1978,1978,1,1925,9,1925,/players/F/FostWa20.htm,Wally Foster,BB
1911,51,0,1/29/1927,9/5/1978,1978,2,1953,7,1954,/players/G/GaliAr20.htm,Arnie Galiffa,QB
1912,78,0,1/8/1900,3/11/1978,1978,2,1925,14,1926,/players/G/GayxCh20.htm,Chet Gay,G-T-C
1913,44,0,9/7/1934,11/29/1978,1978,1,1956,4,1956,/players/G/GoadPa20.htm,Paul Goad,FB
1914,61,0,11/10/1916,11/8/1978,1978,5,1944,46,1949,/players/G/GoldSa20.htm,Sam Goldman,E
1915,23,0,12/2/1954,11/10/1978,1978,1,1977,1,1977,/players/G/GoluCh20.htm,Chris Golub,DB
1916,57,0,1/5/1921,2/15/1978,1978,3,1946,32,1948,/players/G/GovePa20.htm,Paul Governali,QB-TB
1917,57,0,1/27/1921,5/6/1978,1978,2,1944,14,1948,/players/H/HansDa20.htm,Dale Hansen,T
1918,83,0,12/28/1894,12/8/1978,1978,8,1920,88,1927,/players/H/HealEd20.htm,Ed Healey,T-G-E
1919,76,0,4/24/1902,12/25/1978,1978,1,1924,2,1924,/players/H/HearLe20.htm,Les Hearden,HB
1920,69,0,12/8/1908,11/7/1978,1978,3,1931,17,1933,/players/H/HillIr20.htm,Irv Hill,BB-FB-LB-DB
1921,70,0,5/22/1908,7/15/1978,1978,4,1930,34,1933,/players/H/HolmTo20.htm,Tony Holm,B
1922,63,1,4/11/1915,7/6/1978,1978,5,1937,46,1941,/players/H/HughBi20.htm,Billy Hughes,G-C
1923,71,0,10/9/1906,2/11/1978,1978,5,1931,56,1935,/players/I/IrviTe20.htm,Tex Irvin,T-FB-G
1924,84,0,9/12/1893,7/26/1978,1978,1,1921,1,1921,/players/J/JemaJi20.htm,Jimmy Jemail,QB
1925,57,0,2/1/1921,4/8/1978,1978,1,1947,6,1947,/players/J/JohnBi23.htm,Bill Johnson,G-LB
1926,68,1,11/28/1909,10/27/1978,1978,7,1934,76,1940,/players/J/JohnJa20.htm,Jack Johnson,T
1927,74,0,2/12/1904,9/0/1978,1978,1,1929,5,1929,/players/J/JohnLe22.htm,Leon Johnson,E
1928,47,0,6/22/1931,8/28/1978,1978,1,1955,2,1955,/players/J/JoneTo21.htm,Tom Jones,T
1929,79,0,10/29/1898,2/4/1978,1978,5,1922,17,1929,/players/K/KellTe20.htm,Tex Kelly,G-T
1930,42,0,4/13/1936,7/9/1978,1978,1,1960,4,1960,/players/K/KeyeBo00.htm,Bob Keyes,HB
1931,76,0,11/2/1901,2/8/1978,1978,2,1924,11,1925,/players/K/KingRa20.htm,Ralph King,G
1932,59,0,8/26/1918,8/9/1978,1978,2,1942,4,1943,/players/L/LankJi20.htm,Jim Lankas,B
1933,80,0,1/8/1898,8/9/1978,1978,4,1922,37,1926,/players/L/LaueDu20.htm,Dutch Lauer,B-E
1934,69,0,8/15/1908,3/12/1978,1978,1,1932,1,1932,/players/L/LeahBe20.htm,Bernie Leahy,HB
1935,73,0,6/15/1905,9/18/1978,1978,2,1932,18,1933,/players/L/LillJo20.htm,Joe Lillard,TB-HB
1936,73,0,9/20/1904,7/11/1978,1978,2,1926,17,1927,/players/M/ManiJi20.htm,Jimmy Manion,G
1937,77,0,9/18/1901,9/27/1978,1978,2,1922,12,1923,/players/M/MehrHa20.htm,Harry Mehre,C/Coach
1938,79,0,12/17/1899,12/22/1978,1978,3,1927,23,1929,/players/M/MiniPa20.htm,Paul Minick,G-E
1939,68,0,2/27/1910,8/2/1978,1978,6,1933,62,1938,/players/M/MonnBo20.htm,Bob Monnett,TB-HB-QB
1940,69,0,5/4/1909,7/18/1978,1978,1,1934,3,1934,/players/M/MontBi20.htm,Bill Montgomery,G-T
1941,74,0,9/1/1904,11/30/1978,1978,2,1929,6,1930,/players/M/MyleHa20.htm,Harry Myles,E-T-G
1942,73,0,7/30/1904,6/17/1978,1978,1,1926,13,1926,/players/N/NichJo20.htm,John Nichols,G-T
1943,83,0,3/18/1895,10/5/1978,1978,1,1926,2,1926,/players/N/NixxGe20.htm,George Nix,G
1944,66,0,11/14/1911,7/7/1978,1978,3,1934,32,1936,/players/O/OBriGa20.htm,Gail O'Brien,T
1945,79,0,5/10/1899,8/31/1978,1978,7,1925,67,1932,/players/O/OdenCu20.htm,Curly Oden,B
1946,70,0,10/19/1907,8/14/1978,1978,3,1930,20,1932,/players/P/PedeJi20.htm,Jim Pederson,B
1947,77,0,1/15/1901,4/23/1978,1978,1,1929,9,1929,/players/P/PoliJo20.htm,John Polisky,G-T
1948,37,0,6/15/1940,1/12/1978,1978,5,1962,49,1966,/players/P/PoweJo00.htm,John Powers,TE
1949,76,0,12/23/1901,4/10/1978,1978,2,1927,25,1928,/players/P/PritBi20.htm,Bill Pritchard,B
1950,85,0,11/19/1892,6/26/1978,1978,4,1920,34,1923,/players/R/ReesDa20.htm,Dave Reese,E
1951,56,0,4/30/1921,3/1/1978,1978,1,1947,4,1947,/players/R/ReesKe20.htm,Ken Reese,HB-QB
1952,67,0,9/18/1910,8/24/1978,1978,4,1934,43,1937,/players/R/RentPu20.htm,Pug Rentner,B
1953,77,0,11/7/1901,12/1/1978,1978,1,1929,1,1929,/players/R/RichTe20.htm,Ted Richards,E
1954,72,0,5/31/1905,3/16/1978,1978,1,1933,10,1933,/players/R/RussRe20.htm,Reb Russell,B
1955,72,0,9/30/1905,1/14/1978,1978,2,1929,20,1930,/players/S/SalaAn20.htm,Andy Salata,G/Coach
1956,66,0,11/1/1911,11/0/1978,1978,4,1933,46,1936,/players/S/SchnJo21.htm,John Schneller,E
1957,83,0,9/26/1894,1/29/1978,1978,1,1922,6,1922,/players/S/ShelJo20.htm,John Shelburne,FB
1958,73,0,9/23/1904,7/18/1978,1978,,,,,/coaches/ShipTe0.htm,Ted Shipkey,Coach
1959,53,1,10/8/1924,9/17/1978,1978,9,1948,106,1956,/players/S/SimmJa00.htm,Jack Simmons,C-G-T
1960,77,0,1/22/1901,1/22/1978,1978,1,1924,6,1924,/players/S/SimoJo20.htm,John Simons,FB-E
1961,71,0,7/8/1907,8/9/1978,1978,2,1930,26,1931,/players/S/SleiRe20.htm,Red Sleight,T
1962,55,0,7/23/1922,4/8/1978,1978,1,1948,12,1948,/players/S/SmitJo20.htm,Joe Smith,E-DB
1963,73,0,5/18/1904,3/8/1978,1978,5,1927,37,1931,/players/S/SmitRe20.htm,Red Smith,TB-WB-BB-G-FB
1964,74,0,3/8/1904,12/4/1978,1978,2,1928,12,1929,/players/S/SturDi20.htm,Dick Sturtridge,HB
1965,45,2,6/27/1933,9/18/1978,1978,9,1959,110,1967,/players/T/TracJo00.htm,John Tracey,LB-E-DE
1966,65,2,9/18/1912,4/0/1978,1978,6,1937,60,1946,/players/T/TuttOr20.htm,Orville Tuttle,G
1967,72,0,9/16/1905,7/4/1978,1978,1,1931,11,1931,/players/V/VancJo20.htm,Joe Vance,WB-FB
1968,75,0,11/19/1903,12/26/1978,1978,2,1933,19,1934,/players/V/VaugHa20.htm,Harp Vaughan,B
1969,64,3,2/3/1914,11/23/1978,1978,10,1937,106,1946,/players/W/WilsGe22.htm,George Wilson,E-DE/Coach
1970,81,0,12/2/1896,5/16/1978,1978,3,1922,17,1924,/players/W/WilsMi20.htm,Mike Wilson,E-BB
1971,70,0,5/6/1907,3/17/1978,1978,4,1930,44,1934,/players/W/WordSt20.htm,Stu Worden,G-T-C-LB
1972,60,0,12/16/1917,10/15/1978,1978,4,1943,38,1946,/players/W/WukiAl20.htm,Al Wukits,C-LB-G
1973,75,0,5/27/1903,7/10/1978,1978,5,1925,35,1930,/players/Y/YounLl20.htm,Lloyd Young,G-C-T-E
1974,72,0,2/4/1906,6/8/1978,1978,3,1929,7,1931,/players/Z/ZuidDa20.htm,Dave Zuidmulder,TB
1975,78,0,6/5/1901,8/0/1979,1979,1,1928,2,1928,/players/A/AlleEd20.htm,Ed Allen,E
1976,49,0,11/25/1929,3/16/1979,1979,2,1952,21,1953,/players/A/AndeCl00.htm,Cliff Anderson,E
1977,24,0,1/16/1955,6/22/1979,1979,3,1976,38,1978,/players/A/ArchTr20.htm,Troy Archer,DT-DE
1978,78,0,7/10/1900,5/18/1979,1979,2,1924,3,1925,/players/A/AultCh20.htm,Chalmer Ault,T
1979,79,0,9/22/1899,1/25/1979,1979,2,1920,3,1921,/players/B/BaldCl20.htm,Cliff Baldwin,TB-WB-BB
1980,84,0,12/3/1894,11/15/1979,1979,1,1920,8,1920,/players/B/BastBe20.htm,Bert Baston,E
1981,59,0,1/3/1920,3/2/1979,1979,4,1947,34,1950,/players/B/BaumAl20.htm,Alf Bauman,DT-T
1982,76,0,3/7/1902,1/6/1979,1979,1,1924,10,1924,/players/B/BentAl20.htm,Al Bentzin,G
1983,73,0,7/20/1905,6/29/1979,1979,1,1926,2,1926,/players/B/BernDa21.htm,Dan Bernoske,G
1984,81,0,3/5/1898,8/1/1979,1979,2,1923,15,1924,/players/B/BrenWa20.htm,Wayne Brenkert,B/Coach
1985,73,0,8/29/1905,2/28/1979,1979,1,1930,7,1930,/players/B/BrowFr20.htm,Fred Brown,G
1986,78,0,4/29/1901,6/20/1979,1979,6,1926,78,1933,/players/B/BuckBi20.htm,Bill Buckler,G-T-E
1987,72,0,3/18/1907,7/13/1979,1979,1,1930,7,1930,/players/B/BuckRa20.htm,Ralph Buckley,BB-HB
1988,78,0,9/11/1900,4/17/1979,1979,1,1924,2,1924,/players/B/BurtHa20.htm,Hal Burt,G
1989,70,0,5/3/1909,10/30/1979,1979,4,1934,26,1938,/players/B/ButlFr20.htm,Frank Butler,C-LB-T
1990,76,0,4/13/1902,3/8/1979,1979,1,1927,3,1927,/players/C/CabrAu20.htm,Augie Cabrinha,WB
1991,28,0,7/22/1951,7/22/1979,1979,4,1974,55,1977,/players/C/CainJ.00.htm,J.V. Cain,TE-WR
1992,63,0,7/16/1915,5/17/1979,1979,3,1939,31,1947,/players/C/CalvTo20.htm,Tony Calvelli,C-G
1993,74,0,6/23/1904,1/4/1979,1979,2,1929,15,1930,/players/C/CappBi20.htm,Bill Capps,T-G
1994,83,0,6/6/1896,10/20/1979,1979,1,1923,2,1923,/players/C/CardJo21.htm,John Cardwell,HB
1995,36,0,7/23/1943,10/19/1979,1979,1,1965,14,1965,/players/C/ChapJa20.htm,Jack Chapple,LB
1996,81,0,6/6/1897,5/10/1979,1979,1,1922,2,1922,/players/C/CochMo20.htm,Moose Cochran,E
1997,90,0,11/27/1888,8/21/1979,1979,1,1921,2,1921,/players/C/CookJa20.htm,James Cook,G
1998,62,1,9/11/1917,10/18/1979,1979,6,1941,62,1949,/players/C/CoomJo20.htm,Joe Coomer,T-G
1999,53,0,12/24/1925,3/9/1979,1979,1,1951,9,1951,/players/C/CowaLe20.htm,Les Cowan,DT-DE
2000,41,0,3/16/1938,4/26/1979,1979,1,1960,14,1960,/players/D/DayxAl20.htm,Al Day,LB
2001,45,4,5/18/1933,4/18/1979,1979,10,1957,134,1967,/players/D/DeexBo00.htm,Bob Dee,DE-DT
2002,74,0,4/21/1905,8/16/1979,1979,5,1930,53,1934,/players/D/DoudJa20.htm,Jap Douds,T-G-C/Coach
2003,68,1,7/27/1910,3/31/1979,1979,10,1932,94,1941,/players/E/EngeTi20.htm,Tiny Engebretsen,T-G
2004,70,0,2/11/1908,1/8/1979,1979,4,1930,44,1933,/players/E/EngeWu20.htm,Wuert Engelmann,B
2005,43,0,1/31/1936,8/19/1979,1979,1,1958,1,1958,/players/E/EvanJo22.htm,Jon Evans,E
2006,69,0,8/20/1909,3/10/1979,1979,7,1934,54,1940,/players/F/FeatBe00.htm,Beattie Feathers,HB-WB
2007,87,0,9/24/1892,12/8/1979,1979,1,1921,2,1921,/players/F/FergTo20.htm,Tom Ferguson,T
2008,79,0,3/30/1900,10/21/1979,1979,1,1926,2,1926,/players/F/FiscCl20.htm,Clarke Fischer,HB
2009,58,0,10/31/1920,10/4/1979,1979,9,1942,99,1950,/players/F/FritTe20.htm,Ted Fritsch,FB
2010,78,0,7/15/1901,8/14/1979,1979,1,1930,9,1930,/players/F/FrumBa20.htm,Babe Frump,G
2011,85,0,11/14/1894,12/28/1979,1979,1,1922,3,1922,/players/G/GeorCa20.htm,Carl George,G
2012,69,1,3/9/1910,11/20/1979,1979,4,1935,44,1938,/players/G/GildJo20.htm,Johnny Gildea,B
2013,78,0,1/21/1901,2/14/1979,1979,1,1928,4,1928,/players/G/GoodMy20.htm,Myrl Goodwin,B-E
2014,60,0,1/1/1919,6/12/1979,1979,2,1946,16,1947,/players/G/GraySa20.htm,Sam Gray,E
2015,77,0,12/22/1901,2/1/1979,1979,3,1921,8,1923,/players/G/GrubHe20.htm,Herb Gruber,E
2016,73,0,5/25/1906,9/0/1979,1979,1,1929,5,1929,/players/H/HaasBo20.htm,Bob Haas,B
2017,80,0,12/23/1898,1/9/1979,1979,6,1925,53,1931,/players/H/HainHi20.htm,Hinkey Haines,B/Coach
2018,68,0,11/11/1910,2/21/1979,1979,1,1934,11,1934,/players/H/HajeCh20.htm,Chuck Hajek,C-LB
2019,64,0,9/1/1914,6/0/1979,1979,1,1937,1,1937,/players/H/HarrBi20.htm,Billy Harris,E-DE
2020,43,0,6/7/1935,2/26/1979,1979,3,1961,38,1964,/players/H/HenrUr20.htm,Urban Henry,DT
2021,77,0,1/22/1902,5/31/1979,1979,1,1925,1,1925,/players/H/HermEd20.htm,Ed Herman,E
2022,60,0,7/7/1918,1/23/1979,1979,1,1941,8,1941,/players/H/HersKi20.htm,Kirk Hershey,E
2023,82,0,9/15/1896,3/6/1979,1979,1,1921,1,1921,/players/H/HillAn20.htm,Andy Hillhouse,HB
2024,51,0,1/6/1928,2/23/1979,1979,2,1952,12,1953,/players/J/JankKe20.htm,Keever Jankovich,LB-DE
2025,58,0,10/12/1920,1/15/1979,1979,1,1946,11,1946,/players/J/JohnPr20.htm,Pres Johnston,HB-FB-LB
2026,68,0,3/29/1911,10/29/1979,1979,6,1933,63,1938,/players/K/KarrBi20.htm,Bill Karr,E
2027,73,0,7/7/1906,7/29/1979,1979,2,1929,5,1930,/players/K/KerrTo20.htm,Tom Kerrigan,G
2028,59,0,2/13/1919,1/4/1979,1979,1,1946,10,1946,/players/K/KlenQu20.htm,Quentin Klenk,T
2029,79,0,10/1/1899,2/17/1979,1979,2,1920,10,1921,/players/K/KnigCh20.htm,Charlie Knight,C-T
2030,68,1,6/16/1911,8/22/1979,1979,12,1934,120,1945,/players/L/LawsJo20.htm,Joe Laws,HB
2031,60,0,8/22/1918,1/5/1979,1979,4,1944,40,1947,/players/L/LearLe20.htm,Les Lear,T
2032,66,2,11/12/1912,1/19/1979,1979,8,1936,80,1943,/players/L/LeemTu20.htm,Tuffy Leemans,FB-TB-DB-QB
2033,58,0,8/17/1920,2/10/1979,1979,2,1945,17,1947,/players/L/LennRe20.htm,Reid Lennon,G-C-T
2034,80,0,1/2/1899,2/2/1979,1979,1,1923,3,1923,/players/L/LeonJi20.htm,Jim Leonard,T
2035,87,0,12/6/1891,5/28/1979,1979,2,1920,17,1921,/players/L/LittLo20.htm,Lou Little,T
2036,72,0,7/25/1906,4/24/1979,1979,2,1931,18,1932,/players/M/MarsCh20.htm,Charley Marshall,E
2037,92,0,7/15/1887,7/20/1979,1979,1,1920,7,1920,/players/M/MartIk20.htm,Ike Martin,TB-HB
2038,62,0,3/10/1917,6/27/1979,1979,1,1947,1,1947,/players/M/MattFr22.htm,Fran Mattingly,G-LB
2039,79,0,12/27/1899,10/8/1979,1979,1,1926,1,1926,/players/M/McGaWa20.htm,Walt McGaw,G
2040,74,0,6/23/1904,1/23/1979,1979,1,1930,9,1930,/players/M/MeyeEr20.htm,Ernie Meyer,G
2041,63,2,4/2/1916,9/18/1979,1979,4,1940,33,1947,/players/M/MihaJo20.htm,Joe Mihal,T
2042,73,0,1/4/1906,12/18/1979,1979,1,1934,2,1934,/players/M/MilaBa20.htm,Barnes Milam,G-T
2043,77,0,3/29/1902,7/28/1979,1979,1,1925,1,1925,/players/M/MillDo20.htm,Don Miller,HB
2044,70,0,11/15/1908,4/23/1979,1979,5,1935,44,1939,/players/M/MonaRe20.htm,Regis Monahan,G-T
2045,70,0,4/2/1909,8/28/1979,1979,1,1934,5,1934,/players/M/MurpTo21.htm,Tom Murphy,B
2046,72,0,11/24/1906,5/27/1979,1979,3,1929,27,1931,/players/N/NydaMa20.htm,Mally Nydall,B
2047,62,0,3/28/1917,4/21/1979,1979,2,1945,22,1946,/players/O/ObecVi20.htm,Vic Obeck,G
2048,66,0,5/31/1912,3/1/1979,1979,1,1935,12,1935,/players/O/OlejSt20.htm,Stan Olejniczak,T
2049,77,0,11/15/1902,12/13/1979,1979,1,1927,3,1927,/players/O/OlsoFo20.htm,Forrest Olson,G-FB
2050,78,0,3/24/1901,5/13/1979,1979,1,1926,7,1926,/players/P/PearHa20.htm,Harley Pearce,E-B
2051,59,1,10/3/1919,4/5/1979,1979,1,1942,10,1942,/players/P/PettJo20.htm,John Petty,FB
2052,65,0,5/2/1913,2/12/1979,1979,2,1937,22,1938,/players/P/PincSt20.htm,Stan Pincura,BB
2053,78,0,6/20/1900,2/10/1979,1979,3,1928,18,1932,/players/P/PlanTo20.htm,Tony Plansky,B
2054,53,3,9/2/1925,7/21/1979,1979,6,1950,63,1955,/players/P/PricEd00.htm,Eddie Price,FB
2055,68,0,1/17/1911,11/13/1979,1979,1,1934,3,1934,/players/R/RajkPe20.htm,Peter Rajkovich,FB-LB
2056,80,0,8/28/1898,3/4/1979,1979,6,1923,55,1928,/players/R/RoonJo20.htm,Joe Rooney,E-T
2057,74,0,7/11/1904,2/1/1979,1979,4,1929,34,1932,/players/R/RoseGe21.htm,Gene Rose,B
2058,86,0,8/29/1893,9/23/1979,1979,2,1921,14,1922,/players/R/RuhxEm20.htm,Emmett Ruh,WB-E
2059,86,0,11/16/1892,10/16/1979,1979,7,1920,42,1926,/players/R/RydzFr20.htm,Frank Rydzewski,C-T-G
2060,77,0,5/26/1901,4/23/1979,1979,1,1922,2,1922,/players/S/SandJo20.htm,Joe Sanders,G-E
2061,68,0,6/21/1911,10/24/1979,1979,1,1933,2,1933,/players/S/ScafJo20.htm,John Scafide,T
