,Unnamed: 0,all star,birth date,birth year,experience,first year,games,last year,link,name,position,age,death date,death year
5522,5650.0,0.0,1/30/1940,1940.0,5.0,1962.0,70.0,1966.0,/players/B/BlaiEd20.htm,Ed Blaine,G,,,
5523,5651.0,1.0,4/29/1940,1940.0,6.0,1964.0,83.0,1970.0,/players/B/BlanSi00.htm,Sid Blanks,RB,,,
5524,5652.0,0.0,6/17/1940,1940.0,8.0,1962.0,89.0,1969.0,/players/B/BoliBo20.htm,Bookie Bolin,G,,,
5525,5653.0,2.0,3/22/1940,1940.0,9.0,1962.0,120.0,1972.0,/players/B/BoyeGa00.htm,Garland Boyette,LB-DE,,,
5526,5654.0,0.0,8/3/1940,1940.0,2.0,1963.0,23.0,1965.0,/players/B/BreaDo00.htm,Don Breaux,QB/Coach,,,
5527,5655.0,0.0,8/30/1940,1940.0,2.0,1962.0,24.0,1963.0,/players/B/BrocCl20.htm,Clyde Brock,T,,,
5528,5656.0,0.0,12/12/1940,1940.0,6.0,1964.0,71.0,1969.0,/players/B/BrowTo21.htm,Tom Brown,DB,,,
5529,5657.0,9.0,12/2/1940,1940.0,16.0,1963.0,204.0,1978.0,/players/B/BrowWi01.htm,Willie Brown,DB,,,
5530,5658.0,0.0,9/12/1940,1940.0,1.0,1962.0,13.0,1962.0,/players/B/BryaCh20.htm,Chuck Bryant,E,,,
5531,5659.0,7.0,11/2/1940,1940.0,14.0,1963.0,177.0,1976.0,/players/B/BuddEd00.htm,Ed Budde,G,,,
5532,5661.0,0.0,2/2/1940,1940.0,10.0,1962.0,123.0,1971.0,/players/B/BullRo00.htm,Ronnie Bull,RB,,,
5533,5662.0,8.0,12/15/1940,1940.0,14.0,1962.0,183.0,1976.0,/players/B/BuonNi00.htm,Nick Buoniconti,LB,,,
5534,5663.0,0.0,11/22/1940,1940.0,5.0,1962.0,56.0,1967.0,/players/B/BurrJo00.htm,John Burrell,WR,,,
5535,5664.0,0.0,10/13/1940,1940.0,6.0,1963.0,65.0,1968.0,/players/B/BursJi20.htm,Jimmy Burson,DB,,,
5536,5665.0,0.0,10/27/1940,1940.0,2.0,1962.0,4.0,1963.0,/players/B/ButlBo20.htm,Bob Butler,G,,,
5537,5666.0,0.0,4/6/1940,1940.0,4.0,1962.0,56.0,1965.0,/players/B/ByerKe20.htm,Ken Byers,G,,,
5538,5667.0,0.0,11/19/1940,1940.0,1.0,1963.0,12.0,1963.0,/players/B/ByrnBi20.htm,Bill Byrne,G,,,
5539,5668.0,0.0,7/16/1940,1940.0,11.0,1962.0,128.0,1972.0,/players/C/CadiJi20.htm,Jim Cadile,G-T,,,
5540,5669.0,1.0,3/25/1940,1940.0,12.0,1962.0,150.0,1973.0,/players/C/CaroJo00.htm,Joe Carollo,T,,,
5541,5670.0,0.0,12/27/1940,1940.0,9.0,1962.0,117.0,1970.0,/players/C/CasePe20.htm,Pete Case,G,67.0,12/18/2008,2008.0
5542,5671.0,0.0,3/17/1940,1940.0,2.0,1962.0,26.0,1963.0,/players/C/CharCa20.htm,Carl Charon,DB,,,
5543,5672.0,0.0,2/9/1940,1940.0,1.0,1963.0,2.0,1963.0,/players/C/ChleEd00.htm,Ed Chlebek,QB,,,
5544,5673.0,1.0,11/7/1940,1940.0,10.0,1963.0,128.0,1973.0,/players/C/ClarMi20.htm,Mike Clark,K,61.0,7/23/2002,2002.0
5545,5674.0,0.0,7/2/1940,1940.0,7.0,1962.0,72.0,1968.0,/players/C/CoanBe00.htm,Bert Coan,HB,,,
5546,5675.0,2.0,8/20/1940,1940.0,10.0,1962.0,127.0,1971.0,/players/C/CollGa00.htm,Gary Collins,FL-WR-P,,,
5547,5676.0,0.0,4/16/1940,1940.0,6.0,1962.0,57.0,1968.0,/players/C/CompDi00.htm,Dick Compton,SE-B,,,
5548,5677.0,0.0,10/9/1940,1940.0,1.0,1964.0,12.0,1964.0,/players/C/ContJo20.htm,John Contoulis,DT,,,
5549,5678.0,0.0,3/8/1940,1940.0,7.0,1962.0,80.0,1968.0,/players/C/CrabCl20.htm,Claude Crabb,DB-WR,,,
5550,5679.0,0.0,12/3/1940,1940.0,1.0,1963.0,3.0,1963.0,/players/C/CradNa00.htm,Nate Craddock,FB,,,
5551,5680.0,0.0,6/8/1940,1940.0,5.0,1965.0,59.0,1969.0,/players/C/CrosDa20.htm,Dave Crossan,C,,,
5552,5681.0,0.0,6/18/1940,1940.0,1.0,1963.0,14.0,1963.0,/players/C/CrumHa00.htm,Harry Crump,FB,,,
5553,5682.0,0.0,2/4/1940,1940.0,6.0,1962.0,84.0,1968.0,/players/C/CutsGa20.htm,Gary Cutsinger,DE,,,
5554,5683.0,3.0,6/14/1940,1940.0,11.0,1961.0,152.0,1971.0,/players/D/DaviBe00.htm,Ben Davidson,DE-DT,72.0,7/3/2012,2012.0
5555,5684.0,0.0,9/18/1940,1940.0,2.0,1962.0,25.0,1970.0,/players/D/DaviDo00.htm,Donnie Davis,WR-TE,63.0,1/19/2004,2004.0
5556,5685.0,0.0,8/19/1940,1940.0,2.0,1964.0,15.0,1965.0,/players/D/DeanFl20.htm,Floyd Dean,LB,62.0,7/15/2003,2003.0
5557,5686.0,0.0,2/4/1940,1940.0,1.0,1965.0,14.0,1965.0,/players/D/DeFeNi20.htm,Nick DeFelice,T,,,
5558,5687.0,4.0,1/8/1940,1940.0,8.0,1963.0,99.0,1970.0,/players/D/DixoHe00.htm,Hewritt Dixon,RB-TE,52.0,11/24/1992,1992.0
5559,5689.0,0.0,9/29/1940,1940.0,9.0,1966.0,112.0,1974.0,/players/E/EiscMi20.htm,Mike Eischeid,K,,,
5560,5690.0,4.0,2/22/1940,1940.0,9.0,1961.0,115.0,1969.0,/players/E/EiseLa00.htm,Larry Eisenhauer,DE,,,
5561,5691.0,0.0,8/1/1940,1940.0,1.0,1962.0,13.0,1962.0,/players/E/ElweJa00.htm,Jack Elwell,WR,,,
5562,5692.0,1.0,3/24/1940,1940.0,7.0,1962.0,68.0,1968.0,/players/E/ErlaTo00.htm,Tom Erlandson,LB,,,
5563,5693.0,0.0,3/28/1940,1940.0,3.0,1964.0,31.0,1966.0,/players/F/FarmLo20.htm,Lonnie Farmer,LB,75.0,2/24/2016,2016.0
5564,5694.0,0.0,3/19/1940,1940.0,1.0,1963.0,7.0,1963.0,/players/F/FergLa00.htm,Larry Ferguson,HB,,,
5565,5695.0,3.0,1/2/1940,1940.0,17.0,1961.0,213.0,1977.0,/players/F/FiscPa00.htm,Pat Fischer,DB,,,
5566,5696.0,0.0,2/2/1940,1940.0,1.0,1962.0,9.0,1962.0,/players/F/FontWa20.htm,Wayne Fontes,DB/Coach,,,
5567,5697.0,0.0,3/30/1940,1940.0,1.0,1962.0,1.0,1962.0,/players/F/FowlBo00.htm,Bobby Fowler,FB,,,
5568,5698.0,0.0,4/26/1940,1940.0,1.0,1964.0,4.0,1964.0,/players/F/FowlJe20.htm,Jerry Fowler,T,68.0,1/26/2009,2009.0
5569,5699.0,4.0,8/5/1940,1940.0,16.0,1962.0,183.0,1977.0,/players/G/GabrRo00.htm,Roman Gabriel,QB,,,
5570,5700.0,0.0,1/9/1940,1940.0,8.0,1962.0,108.0,1969.0,/players/G/GaecMi20.htm,Mike Gaechter,DB,75.0,8/1/2015,2015.0
5571,5701.0,0.0,7/22/1940,1940.0,1.0,1962.0,10.0,1962.0,/players/G/GassRo20.htm,Ron Gassert,DT,,,
5572,5702.0,0.0,2/11/1940,1940.0,7.0,1963.0,95.0,1969.0,/players/G/GaubDe20.htm,Dennis Gaubatz,LB,,,
5573,5704.0,0.0,10/14/1940,1940.0,2.0,1964.0,25.0,1965.0,/players/G/GillRo00.htm,Roger Gill,WR-HB,58.0,1/14/1999,1999.0
5574,5705.0,0.0,2/16/1940,1940.0,5.0,1962.0,55.0,1966.0,/players/G/GlasGl00.htm,Glenn Glass,DB-WR,,,
5575,5706.0,2.0,10/12/1940,1940.0,12.0,1962.0,162.0,1974.0,/players/G/GoodIr00.htm,Irv Goode,G-T-C,,,
5576,5707.0,0.0,4/15/1940,1940.0,1.0,1963.0,1.0,1963.0,/players/G/GreeAl23.htm,Al Greer,E,,,
5577,5708.0,5.0,2/10/1940,1940.0,13.0,1962.0,182.0,1974.0,/players/G/GreeCo00.htm,Cornell Green,DB,,,
5578,5709.0,0.0,12/1/1940,1940.0,1.0,1963.0,13.0,1963.0,/players/G/GrifGl00.htm,Glynn Griffing,QB,,,
5579,5710.0,0.0,8/29/1940,1940.0,9.0,1962.0,108.0,1970.0,/players/G/GrosEa00.htm,Earl Gros,FB,72.0,7/15/2013,2013.0
5580,5711.0,0.0,11/23/1940,1940.0,1.0,1963.0,2.0,1963.0,/players/G/GursAl20.htm,Albert Gursky,LB,,,
5581,5712.0,6.0,2/15/1940,1940.0,16.0,1962.0,224.0,1977.0,/players/H/HadlJo00.htm,John Hadl,QB/Coach,,,
5582,5713.0,0.0,8/14/1940,1940.0,2.0,1962.0,16.0,1963.0,/players/H/HallGa00.htm,Galen Hall,QB,,,
5583,5714.0,0.0,4/3/1940,1940.0,8.0,1962.0,96.0,1969.0,/players/H/HallTo00.htm,Tom Hall,WR-DB,77.0,12/14/2017,2017.0
5584,5715.0,0.0,7/10/1940,1940.0,13.0,1965.0,164.0,1977.0,/players/H/HandLa20.htm,Larry Hand,DE-DT,,,
5585,5716.0,0.0,10/2/1940,1940.0,6.0,1962.0,83.0,1967.0,/players/H/HarrWe20.htm,Wendell Harris,DB-K,,,
5586,5717.0,0.0,11/26/1940,1940.0,2.0,1965.0,28.0,1966.0,/players/H/HayeJi20.htm,Jim Hayes,DT-DE,60.0,4/19/2001,2001.0
5587,5718.0,0.0,8/5/1940,1940.0,11.0,1963.0,133.0,1974.0,/players/H/HayeWe00.htm,Wendell Hayes,RB,,,
5588,5719.0,0.0,9/8/1940,1940.0,2.0,1963.0,12.0,1964.0,/players/H/HensGa20.htm,Gary Henson,E,74.0,1/20/2015,2015.0
5589,5720.0,0.0,2/9/1940,1940.0,1.0,1964.0,14.0,1964.0,/players/H/HernJo00.htm,Joe Hernandez,WR,,,
5590,5721.0,0.0,3/28/1940,1940.0,8.0,1963.0,99.0,1970.0,/players/H/HillJe21.htm,Jerry Hillebrand,LB,,,
5591,5722.0,1.0,8/17/1940,1940.0,2.0,1964.0,27.0,1965.0,/players/H/HillMa00.htm,Mack Lee Hill,FB-HB,25.0,12/14/1965,1965.0
5592,5723.0,0.0,1/23/1940,1940.0,2.0,1963.0,15.0,1964.0,/players/H/HollEd20.htm,Ed Holler,LB,,,
5593,5724.0,2.0,8/3/1940,1940.0,8.0,1966.0,108.0,1973.0,/players/H/HolmPa00.htm,Pat Holmes,DE-DT,,,
5594,5725.0,1.0,7/30/1940,1940.0,6.0,1962.0,66.0,1967.0,/players/H/HudsDi00.htm,Dick Hudson,T-G,75.0,3/2/2016,2016.0
5595,5726.0,0.0,8/4/1940,1940.0,1.0,1962.0,14.0,1962.0,/players/H/HullBi20.htm,Bill Hull,DE,,,
5596,5727.0,0.0,12/16/1940,1940.0,12.0,1963.0,141.0,1974.0,/players/H/HultDo20.htm,Don Hultz,DE-DT,,,
5597,5728.0,0.0,3/30/1940,1940.0,2.0,1967.0,10.0,1968.0,/players/H/HumpBo21.htm,Bob Humphreys,K,,,
5598,5729.0,1.0,8/15/1940,1940.0,8.0,1962.0,112.0,1969.0,/players/H/HuntBo00.htm,Bobby Hunt,DB,,,
5599,5731.0,0.0,2/4/1940,1940.0,7.0,1966.0,82.0,1973.0,/players/I/InmaJe20.htm,Jerry Inman,DT,,,
5600,5732.0,0.0,7/7/1940,1940.0,4.0,1962.0,45.0,1966.0,/players/I/IsbeJo20.htm,Joe Bob Isbell,G,,,
5601,5733.0,0.0,3/16/1940,1940.0,4.0,1962.0,50.0,1965.0,/players/J/JackBo01.htm,Bobby Jackson,FB,,,
5602,5735.0,0.0,10/5/1940,1940.0,1.0,1962.0,3.0,1962.0,/players/J/JackFr20.htm,Frank Jackunas,C,,,
5603,5736.0,0.0,1/5/1940,1940.0,1.0,1962.0,5.0,1962.0,/players/J/JackRo24.htm,Roland Jackson,FB-LB,,,
5604,5737.0,0.0,2/9/1940,1940.0,6.0,1962.0,81.0,1967.0,/players/J/JancBo20.htm,Bobby Jancik,DB,65.0,12/24/2005,2005.0
5605,5738.0,2.0,9/6/1940,1940.0,9.0,1963.0,114.0,1971.0,/players/J/JaniTo00.htm,Tom Janik,DB,69.0,11/21/2009,2009.0
5606,5739.0,1.0,12/25/1940,1940.0,7.0,1964.0,85.0,1970.0,/players/J/JaquPe00.htm,Pete Jaquess,DB,,,
5607,5740.0,1.0,10/14/1940,1940.0,7.0,1963.0,78.0,1969.0,/players/J/JoexBi00.htm,Billy Joe,RB,,,
5608,5741.0,0.0,8/18/1940,1940.0,6.0,1961.0,39.0,1968.0,/players/K/KellBo23.htm,Bob Kelly,T-DT,74.0,12/18/2014,2014.0
5609,5742.0,0.0,12/19/1940,1940.0,1.0,1963.0,8.0,1963.0,/players/K/KerbRa00.htm,Randy Kerbow,WR,,,
5610,5744.0,0.0,11/8/1940,1940.0,1.0,1963.0,13.0,1963.0,/players/K/KillCh00.htm,Charlie Killett,HB,,,
5611,5745.0,0.0,4/16/1940,1940.0,3.0,1963.0,15.0,1965.0,/players/K/KindKe00.htm,Keith Kinderman,FB-DB,,,
5612,5746.0,0.0,6/29/1940,1940.0,1.0,1962.0,8.0,1962.0,/players/K/KircBi20.htm,Bill Kirchiro,G,,,
5613,5747.0,0.0,5/17/1940,1940.0,4.0,1963.0,50.0,1967.0,/players/K/KiroLo20.htm,Lou Kirouac,G-T-K,,,
5614,5748.0,0.0,1/14/1940,1940.0,9.0,1961.0,120.0,1969.0,/players/K/KostRo20.htm,Ron Kostelnik,DT,53.0,1/29/1993,1993.0
5615,5749.0,0.0,11/6/1940,1940.0,3.0,1965.0,31.0,1967.0,/players/K/KronGa20.htm,Gary Kroner,DB-K,,,
5616,5750.0,2.0,3/13/1940,1940.0,11.0,1964.0,149.0,1974.0,/players/L/LarsGa00.htm,Gary Larsen,DT,,,
5617,5751.0,1.0,11/15/1940,1940.0,10.0,1962.0,112.0,1971.0,/players/L/LassIk00.htm,Ike Lassiter,DE-DT,,,
5618,5752.0,0.0,11/6/1940,1940.0,3.0,1964.0,29.0,1966.0,/players/L/LestDa00.htm,Darrell Lester,FB,65.0,10/12/2006,2006.0
5619,5753.0,0.0,2/22/1940,1940.0,4.0,1963.0,44.0,1966.0,/players/L/LindMi00.htm,Mike Lind,FB,62.0,10/25/2002,2002.0
5620,5754.0,0.0,7/2/1940,1940.0,8.0,1963.0,89.0,1971.0,/players/L/LiscTo20.htm,Tony Liscio,T-G,76.0,6/18/2017,2017.0
5621,5755.0,0.0,11/11/1940,1940.0,1.0,1962.0,3.0,1962.0,/players/L/LomaJo20.htm,John Lomakoski,T,58.0,2/16/1999,1999.0
5622,5756.0,0.0,6/19/1940,1940.0,1.0,1967.0,1.0,1967.0,/players/M/MarsFr20.htm,Frank Marsh,DB,,,
5623,5757.0,0.0,7/13/1940,1940.0,3.0,1963.0,30.0,1967.0,/players/M/MazzJe20.htm,Jerry Mazzanti,DE,,,
5624,5758.0,2.0,2/12/1940,1940.0,6.0,1965.0,67.0,1970.0,/players/M/McClKe00.htm,Kent McCloughan,DB,,,
5625,5759.0,0.0,11/18/1940,1940.0,4.0,1962.0,56.0,1965.0,/players/M/McCuBo20.htm,Bob McCullough,G,,,
5626,5760.0,1.0,1/1/1940,1940.0,13.0,1961.0,162.0,1973.0,/players/M/McKeMa00.htm,Marlin McKeever,LB-TE,66.0,10/27/2006,2006.0
5627,5761.0,1.0,5/25/1940,1940.0,10.0,1964.0,105.0,1973.0,/players/M/McNeCl00.htm,Clifton McNeil,WR-FL-SE,,,
5628,5762.0,0.0,1/16/1940,1940.0,6.0,1962.0,84.0,1967.0,/players/M/MeyeJo21.htm,John Meyers,DT,58.0,5/7/1998,1998.0
5629,5763.0,0.0,12/7/1940,1940.0,1.0,1964.0,11.0,1964.0,/players/M/MichTo00.htm,Tom Michel,HB,64.0,3/21/2005,2005.0
5630,5764.0,0.0,4/18/1940,1940.0,2.0,1962.0,25.0,1963.0,/players/M/MillAl21.htm,Al Miller,LB,,,
5631,5765.0,0.0,4/17/1940,1940.0,6.0,1962.0,66.0,1968.0,/players/M/MillBi01.htm,Bill Miller,SE-WR,,,
5632,5766.0,3.0,8/8/1940,1940.0,10.0,1963.0,133.0,1972.0,/players/M/MillFr00.htm,Fred Miller,DT,,,
5633,5767.0,0.0,5/25/1940,1940.0,6.0,1963.0,59.0,1968.0,/players/M/MitcCh00.htm,Charley Mitchell,HB-DB,,,
5634,5768.0,0.0,8/28/1940,1940.0,7.0,1964.0,87.0,1970.0,/players/M/MitcWi20.htm,Willie Mitchell,DB,,,
5635,5769.0,0.0,2/13/1940,1940.0,5.0,1962.0,42.0,1968.0,/players/M/MitiBo20.htm,Bob Mitinger,LB,64.0,9/25/2004,2004.0
5636,5770.0,0.0,1/3/1940,1940.0,1.0,1962.0,14.0,1962.0,/players/M/MoorCh20.htm,Charlie Moore,G,,,
5637,5771.0,0.0,8/7/1940,1940.0,1.0,1967.0,5.0,1967.0,/players/M/MorgBo21.htm,Bobby Morgan,DB,,,
5638,5772.0,0.0,1/2/1940,1940.0,9.0,1969.0,121.0,1977.0,/players/M/MuhlHo20.htm,Horst Muhlmann,K,51.0,11/17/1991,1991.0
5639,5773.0,1.0,2/4/1940,1940.0,8.0,1962.0,112.0,1969.0,/players/N/NeigBi00.htm,Billy Neighbors,G,72.0,4/30/2012,2012.0
5640,5774.0,0.0,3/4/1940,1940.0,1.0,1963.0,10.0,1963.0,/players/N/NeumTo00.htm,Tom Neumann,HB,,,
5641,5775.0,0.0,5/21/1940,1940.0,10.0,1962.0,124.0,1971.0,/players/O/OBraEd20.htm,Ed O'Bradovich,DE,,,
5642,5776.0,14.0,9/15/1940,1940.0,15.0,1962.0,208.0,1976.0,/players/O/OlseMe00.htm,Merlin Olsen,DT,69.0,3/11/2010,2010.0
5643,5777.0,0.0,10/22/1940,1940.0,6.0,1963.0,74.0,1969.0,/players/P/ParkEr20.htm,Ernie Park,G-T,,,
5644,5778.0,0.0,8/5/1940,1940.0,1.0,1964.0,4.0,1964.0,/players/P/PashBi20.htm,Bill Pashe,DB,,,
5645,5779.0,0.0,11/8/1940,1940.0,1.0,1963.0,10.0,1963.0,/players/P/PateHe20.htm,Herb Paterra,LB/Coach,,,
5646,5780.0,0.0,2/26/1940,1940.0,8.0,1967.0,91.0,1974.0,/players/P/PercMa20.htm,Mac Percival,K,,,
5647,5781.0,0.0,5/1/1940,1940.0,2.0,1962.0,26.0,1963.0,/players/P/PerkAr00.htm,Art Perkins,FB,,,
5648,5782.0,0.0,9/16/1940,1940.0,3.0,1964.0,33.0,1966.0,/players/P/PettNe00.htm,Neal Petties,E,,,
5649,5783.0,0.0,7/13/1940,1940.0,4.0,1962.0,50.0,1965.0,/players/P/PineEd20.htm,Ed Pine,LB,68.0,8/1/2008,2008.0
5650,5784.0,0.0,8/13/1940,1940.0,6.0,1962.0,77.0,1967.0,/players/P/PlyxBo20.htm,Bobby Ply,DB,,,
5651,5785.0,0.0,11/14/1940,1940.0,8.0,1963.0,86.0,1971.0,/players/P/PoagRa00.htm,Ray Poage,TE-SE-FL-WR,56.0,9/23/1997,1997.0
5652,5786.0,0.0,11/10/1940,1940.0,1.0,1963.0,1.0,1963.0,/players/P/PoimLa20.htm,Lance Poimbeouf,G,,,
5653,5787.0,0.0,6/15/1940,1940.0,5.0,1962.0,49.0,1966.0,/players/P/PoweJo00.htm,John Powers,TE,37.0,1/12/1978,1978.0
5654,5788.0,0.0,9/17/1940,1940.0,2.0,1963.0,20.0,1964.0,/players/P/PricJi20.htm,Jim Price,LB,71.0,8/10/2012,2012.0
5655,5789.0,0.0,11/18/1940,1940.0,1.0,1964.0,5.0,1964.0,/players/R/RaimDa20.htm,Dave Raimey,DB,,,
5656,5790.0,0.0,1/3/1940,1940.0,1.0,1961.0,9.0,1961.0,/players/R/ReedLe20.htm,Leo Reed,T-G,,,
5657,5791.0,0.0,9/6/1940,1940.0,8.0,1966.0,102.0,1973.0,/players/R/RiceAn20.htm,Andy Rice,DT,,,
5658,5792.0,0.0,1/8/1940,1940.0,1.0,1963.0,14.0,1963.0,/players/R/RussPa20.htm,Pat Russ,DT,44.0,2/4/1984,1984.0
5659,5793.0,0.0,11/19/1940,1940.0,8.0,1962.0,88.0,1970.0,/players/S/SaulBi20.htm,Bill Saul,LB,65.0,9/12/2006,2006.0
5660,5794.0,0.0,5/21/1940,1940.0,1.0,1962.0,13.0,1962.0,/players/S/SaxtJi00.htm,Jimmy Saxton,HB,74.0,5/28/2014,2014.0
5661,5796.0,0.0,7/3/1940,1940.0,6.0,1963.0,78.0,1968.0,/players/S/SiemCh20.htm,Chuck Sieminski,DT,,,
5662,5797.0,1.0,9/25/1940,1940.0,8.0,1963.0,100.0,1970.0,/players/S/SilaSa00.htm,Sam Silas,DT,,,
5663,5798.0,0.0,3/22/1940,1940.0,6.0,1963.0,82.0,1968.0,/players/S/SimoJi20.htm,Jim Simon,G-T,,,
5664,5799.0,0.0,1/3/1940,1940.0,9.0,1963.0,100.0,1972.0,/players/S/SkagJi20.htm,Jim Skaggs,G-T,,,
5665,5800.0,0.0,9/12/1940,1940.0,1.0,1963.0,3.0,1963.0,/players/S/SkloJo20.htm,John Sklopan,DB,,,
5666,5801.0,5.0,2/23/1940,1940.0,16.0,1963.0,210.0,1978.0,/players/S/SmitJa00.htm,Jackie Smith,TE,,,
5667,5802.0,0.0,8/21/1940,1940.0,2.0,1962.0,11.0,1963.0,/players/S/StafDi20.htm,Dick Stafford,DE,,,
5668,5803.0,0.0,9/2/1940,1940.0,1.0,1963.0,12.0,1963.0,/players/S/StriTo20.htm,Tony Stricker,DB,46.0,8/23/1987,1987.0
5669,5804.0,0.0,5/8/1940,1940.0,1.0,1962.0,5.0,1962.0,/players/S/SutrJo20.htm,John Sutro,T,,,
5670,5805.0,9.0,2/3/1940,1940.0,18.0,1961.0,246.0,1978.0,/players/T/TarkFr00.htm,Fran Tarkenton,QB,,,
5671,5806.0,0.0,2/5/1940,1940.0,2.0,1963.0,28.0,1964.0,/players/T/TaylBo20.htm,Bob Taylor,DE-DT,66.0,6/4/2006,2006.0
5672,5807.0,0.0,4/23/1940,1940.0,1.0,1965.0,12.0,1965.0,/players/T/TaylSa00.htm,Sammie Taylor,WR,,,
5673,5808.0,0.0,6/14/1940,1940.0,1.0,1965.0,13.0,1965.0,/players/T/ThibJi21.htm,Jim Thibert,LB,,,
5674,5809.0,0.0,12/4/1940,1940.0,1.0,1965.0,4.0,1965.0,/players/T/ThomJi22.htm,Jim Thompson,DT,,,
5675,5810.0,6.0,5/22/1940,1940.0,17.0,1962.0,240.0,1978.0,/players/T/TingMi00.htm,Mick Tingelhoff,C,,,
5676,5812.0,0.0,5/9/1940,1940.0,10.0,1962.0,128.0,1972.0,/players/T/TripBi00.htm,Bill Triplett,RB-DB,,,
5677,5813.0,1.0,7/22/1940,1940.0,9.0,1962.0,118.0,1970.0,/players/T/TurnBa00.htm,Bake Turner,WR-SE,,,
5678,5814.0,0.0,11/5/1940,1940.0,1.0,1964.0,14.0,1964.0,/players/V/VonSAn20.htm,Andy Von Sonn,LB,,,
5679,5815.0,1.0,4/14/1940,1940.0,4.0,1963.0,51.0,1966.0,/players/W/WarnCh00.htm,Charley Warner,DB-HB,,,
5680,5816.0,0.0,12/28/1940,1940.0,1.0,1968.0,2.0,1968.0,/players/W/WashDa01.htm,Dave Washington,TE,,,
5681,5818.0,0.0,8/31/1940,1940.0,2.0,1963.0,21.0,1966.0,/players/W/WhitNa20.htm,Nat Whitmyer,DB,,,
5682,5819.0,0.0,7/27/1940,1940.0,5.0,1967.0,60.0,1971.0,/players/W/WillCl23.htm,Clyde Williams,G-T,,,
5683,5820.0,0.0,6/28/1940,1940.0,6.0,1965.0,83.0,1970.0,/players/W/WillMa26.htm,Maxie Williams,G-T,69.0,7/7/2009,2009.0
5684,5821.0,0.0,8/14/1940,1940.0,4.0,1962.0,56.0,1965.0,/players/W/WilsEd00.htm,Eddie Wilson,QB-P,,,
5685,5822.0,0.0,9/15/1940,1940.0,15.0,1962.0,191.0,1976.0,/players/W/WinsRo20.htm,Roy Winston,LB,,,
5686,5823.0,0.0,1/28/1940,1940.0,3.0,1962.0,33.0,1964.0,/players/W/WintBi20.htm,Bill Winter,LB,55.0,5/29/1995,1995.0
5687,5824.0,0.0,6/27/1940,1940.0,1.0,1962.0,3.0,1962.0,/players/Y/YaccJo20.htm,John Yaccino,DB,,,
5688,5825.0,0.0,11/2/1941,1941.0,1.0,1965.0,4.0,1965.0,/players/A/AdamEd20.htm,Ed Adamchik,C,,,
5689,5826.0,0.0,12/12/1941,1941.0,2.0,1965.0,28.0,1966.0,/players/A/AdamWi20.htm,Willie Adams,DE-LB,,,
5690,5827.0,0.0,2/14/1941,1941.0,11.0,1963.0,147.0,1973.0,/players/A/AldrLi20.htm,Lionel Aldridge,DE,56.0,2/12/1998,1998.0
5691,5828.0,1.0,1/4/1941,1941.0,11.0,1963.0,143.0,1973.0,/players/A/AlexKe01.htm,Kermit Alexander,DB,,,
5692,5829.0,0.0,6/26/1941,1941.0,4.0,1966.0,28.0,1969.0,/players/A/AlleJe00.htm,Gerry Allen,RB,,,
5693,5830.0,0.0,2/17/1941,1941.0,1.0,1967.0,8.0,1967.0,/players/A/AndeBi21.htm,Billy Guy Anderson,QB,55.0,4/11/1996,1996.0
5694,5831.0,0.0,12/13/1941,1941.0,2.0,1963.0,17.0,1964.0,/players/A/AtkiFr20.htm,Frank Atkinson,DT,,,
5695,5832.0,0.0,10/11/1941,1941.0,5.0,1964.0,51.0,1968.0,/players/A/AuerJo00.htm,Joe Auer,RB,,,
5696,5833.0,0.0,3/15/1941,1941.0,5.0,1963.0,51.0,1967.0,/players/B/BakeJo23.htm,Johnny Baker,LB-DE,,,
5697,5834.0,0.0,5/5/1941,1941.0,3.0,1963.0,18.0,1965.0,/players/B/BakeTe00.htm,Terry Baker,QB,,,
5698,5835.0,0.0,6/3/1941,1941.0,2.0,1963.0,27.0,1964.0,/players/B/BarnSt20.htm,Steve Barnett,T-G,,,
5699,5836.0,0.0,10/10/1941,1941.0,2.0,1964.0,26.0,1965.0,/players/B/BarrOd00.htm,Odell Barry,WR,,,
5700,5837.0,0.0,9/18/1941,1941.0,1.0,1966.0,6.0,1966.0,/players/B/BattJi21.htm,Jim Battle,T,62.0,1/18/2004,2004.0
5701,5838.0,0.0,12/5/1941,1941.0,1.0,1964.0,3.0,1964.0,/players/B/BattPa20.htm,Pat Batten,FB,,,
5702,5839.0,0.0,12/21/1941,1941.0,3.0,1964.0,24.0,1966.0,/players/B/BedsHa00.htm,Hal Bedsole,TE,76.0,12/22/2017,2017.0
5703,5840.0,1.0,11/9/1941,1941.0,3.0,1963.0,39.0,1967.0,/players/B/BehrDa00.htm,Dave Behrman,C-T,73.0,12/9/2014,2014.0
5704,5841.0,0.0,1/28/1941,1941.0,3.0,1963.0,41.0,1965.0,/players/B/BenzLa20.htm,Larry Benz,DB,,,
5705,5842.0,0.0,11/28/1941,1941.0,1.0,1962.0,10.0,1962.0,/players/B/BohoRe20.htm,Reed Bohovich,G-T,69.0,10/1/2011,2011.0
5706,5843.0,0.0,2/25/1941,1941.0,6.0,1963.0,65.0,1968.0,/players/B/BrabDa20.htm,Danny Brabham,LB,69.0,1/23/2011,2011.0
5707,5844.0,2.0,7/7/1941,1941.0,7.0,1965.0,86.0,1971.0,/players/B/BramJo00.htm,John Bramlett,LB,73.0,10/23/2014,2014.0
